#	hydrophobicity_PRAM900101.G1	hydrophobicity_PRAM900101.G2	hydrophobicity_PRAM900101.G3	hydrophobicity_ARGP820101.G1	hydrophobicity_ARGP820101.G2	hydrophobicity_ARGP820101.G3	hydrophobicity_ZIMJ680101.G1	hydrophobicity_ZIMJ680101.G2	hydrophobicity_ZIMJ680101.G3	hydrophobicity_PONP930101.G1	hydrophobicity_PONP930101.G2	hydrophobicity_PONP930101.G3	hydrophobicity_CASG920101.G1	hydrophobicity_CASG920101.G2	hydrophobicity_CASG920101.G3	hydrophobicity_ENGD860101.G1	hydrophobicity_ENGD860101.G2	hydrophobicity_ENGD860101.G3	hydrophobicity_FASG890101.G1	hydrophobicity_FASG890101.G2	hydrophobicity_FASG890101.G3	normwaalsvolume.G1	normwaalsvolume.G2	normwaalsvolume.G3	polarity.G1	polarity.G2	polarity.G3	polarizability.G1	polarizability.G2	polarizability.G3	charge.G1	charge.G2	charge.G3	secondarystruct.G1	secondarystruct.G2	secondarystruct.G3	solventaccess.G1	solventaccess.G2	solventaccess.G3
sp|Q9NQ94|A1CF_HUMAN	0.30303030303030304	0.42592592592592593	0.2710437710437711	0.3838383838383838	0.335016835016835	0.28114478114478114	0.5454545454545454	0.18013468013468015	0.27441077441077444	0.41414141414141414	0.26262626262626265	0.3232323232323232	0.5622895622895623	0.3400673400673401	0.09764309764309764	0.43097643097643096	0.3047138047138047	0.2643097643097643	0.30303030303030304	0.25925925925925924	0.43771043771043777	0.41245791245791247	0.3400673400673401	0.24747474747474751	0.32323232323232326	0.3602693602693603	0.3164983164983164	0.34175084175084175	0.4107744107744108	0.24747474747474751	0.11616161616161616	0.7760942760942761	0.10774410774410781	0.4377104377104377	0.28114478114478114	0.28114478114478114	0.4393939393939394	0.30303030303030304	0.2575757575757575
sp|A8K2U0|A2ML1_HUMAN	0.281292984869326	0.40027510316368636	0.31843191196698767	0.4188445667125172	0.27854195323246217	0.3026134800550207	0.5220082530949106	0.18707015130674004	0.29092159559834935	0.4642365887207703	0.1746905089408528	0.36107290233837697	0.5598349381017882	0.3204951856946355	0.11966987620357633	0.3988995873452545	0.29436038514442914	0.3067400275103163	0.32393397524071527	0.2359009628610729	0.4401650618982118	0.40371389270976615	0.37551581843191195	0.22077028885832195	0.3610729023383769	0.34112792297111416	0.29779917469050887	0.328060522696011	0.4511691884456671	0.22077028885832195	0.08253094910591471	0.8163686382393398	0.10110041265474545	0.3940852819807428	0.31017881705639616	0.29573590096286106	0.4264099037138927	0.281292984869326	0.29229711141678133
sp|O15254|ACOX3_HUMAN	0.2785714285714286	0.39	0.3314285714285714	0.36	0.33	0.31	0.5257142857142857	0.17714285714285713	0.29714285714285715	0.3842857142857143	0.25142857142857145	0.3642857142857142	0.5142857142857142	0.37	0.11571428571428577	0.3871428571428571	0.29428571428571426	0.3185714285714286	0.3357142857142857	0.17857142857142858	0.48571428571428577	0.3985714285714286	0.35428571428571426	0.24714285714285716	0.36428571428571427	0.33	0.30571428571428566	0.3314285714285714	0.42142857142857143	0.24714285714285716	0.10571428571428572	0.7857142857142857	0.10857142857142854	0.47285714285714286	0.24857142857142858	0.2785714285714286	0.48	0.2785714285714286	0.24142857142857144
sp|P86434|AAS1_HUMAN	0.25157232704402516	0.49056603773584906	0.25786163522012584	0.4339622641509434	0.2830188679245283	0.2830188679245283	0.610062893081761	0.15723270440251572	0.2327044025157233	0.4716981132075472	0.2578616352201258	0.27044025157232704	0.6163522012578616	0.2389937106918239	0.1446540880503145	0.4025157232704403	0.389937106918239	0.2075471698113207	0.3081761006289308	0.3081761006289308	0.38364779874213845	0.5220125786163522	0.2830188679245283	0.1949685534591195	0.27044025157232704	0.44654088050314467	0.28301886792452835	0.36477987421383645	0.44025157232704404	0.19496855345911956	0.07547169811320754	0.8364779874213837	0.08805031446540879	0.3836477987421384	0.2641509433962264	0.3522012578616352	0.4339622641509434	0.25157232704402516	0.31446540880503143
sp|P05408|7B2_HUMAN	0.33962264150943394	0.39622641509433965	0.26415094339622647	0.41037735849056606	0.2971698113207547	0.2924528301886792	0.5377358490566038	0.18396226415094338	0.2783018867924528	0.4669811320754717	0.24056603773584906	0.2924528301886792	0.6132075471698113	0.2971698113207547	0.089622641509434	0.5	0.25	0.25	0.35377358490566035	0.25943396226415094	0.3867924528301887	0.41037735849056606	0.33490566037735847	0.2547169811320754	0.29245283018867924	0.330188679245283	0.3773584905660377	0.30660377358490565	0.4386792452830189	0.25471698113207547	0.10849056603773585	0.75	0.14150943396226412	0.4386792452830189	0.20754716981132076	0.3537735849056604	0.38207547169811323	0.33962264150943394	0.2783018867924529
sp|P0DMS8|AA3R_HUMAN	0.1761006289308176	0.330188679245283	0.49371069182389943	0.27672955974842767	0.32075471698113206	0.40251572327044033	0.3805031446540881	0.23270440251572327	0.38679245283018865	0.31446540880503143	0.14150943396226415	0.5440251572327045	0.3805031446540881	0.41509433962264153	0.2044025157232704	0.27358490566037735	0.24842767295597484	0.47798742138364775	0.20754716981132076	0.17295597484276728	0.619496855345912	0.3113207547169811	0.41823899371069184	0.270440251572327	0.5440251572327044	0.2610062893081761	0.1949685534591195	0.25157232704402516	0.4779874213836478	0.2704402515723271	0.07547169811320754	0.8805031446540881	0.04402515723270439	0.3805031446540881	0.4119496855345912	0.2075471698113207	0.5408805031446541	0.1761006289308176	0.28301886792452835
sp|Q8N0Z2|ABRA_HUMAN	0.38320209973753283	0.38320209973753283	0.23359580052493434	0.4304461942257218	0.3464566929133858	0.22309711286089234	0.5958005249343832	0.2020997375328084	0.2020997375328084	0.48293963254593175	0.26246719160104987	0.2545931758530184	0.6509186351706037	0.2572178477690289	0.09186351706036744	0.5013123359580053	0.28608923884514437	0.21259842519685035	0.4330708661417323	0.2178477690288714	0.34908136482939633	0.3937007874015748	0.33070866141732286	0.2755905511811024	0.2545931758530184	0.32808398950131235	0.4173228346456692	0.32020997375328086	0.4041994750656168	0.2755905511811023	0.15748031496062992	0.6955380577427821	0.14698162729658804	0.48293963254593175	0.2230971128608924	0.29396325459317585	0.3543307086614173	0.38320209973753283	0.2624671916010498
sp|Q16671|AMHR2_HUMAN	0.2582897033158813	0.4293193717277487	0.31239092495637	0.37347294938917974	0.28097731239092494	0.3455497382198953	0.5497382198952879	0.1273996509598604	0.3228621291448517	0.41361256544502617	0.2547993019197208	0.331588132635253	0.5619546247818499	0.31413612565445026	0.12390924956369986	0.40663176265270506	0.3036649214659686	0.28970331588132636	0.31413612565445026	0.24781849912739964	0.4380453752181501	0.47643979057591623	0.33856893542757416	0.1849912739965096	0.33158813263525305	0.387434554973822	0.280977312390925	0.3263525305410122	0.4886561954624782	0.1849912739965096	0.08202443280977312	0.8132635253054101	0.10471204188481675	0.45549738219895286	0.2268760907504363	0.31762652705061084	0.462478184991274	0.2582897033158813	0.2792321116928447
sp|Q9GZX7|AICDA_HUMAN	0.3484848484848485	0.29797979797979796	0.35353535353535354	0.3181818181818182	0.3484848484848485	0.33333333333333337	0.5303030303030303	0.16666666666666666	0.3030303030303031	0.3383838383838384	0.25252525252525254	0.409090909090909	0.5151515151515151	0.32323232323232326	0.1616161616161616	0.45454545454545453	0.2222222222222222	0.3232323232323232	0.35353535353535354	0.16161616161616163	0.48484848484848475	0.3181818181818182	0.31313131313131315	0.36868686868686873	0.4090909090909091	0.21717171717171718	0.37373737373737365	0.25757575757575757	0.37373737373737376	0.3686868686868687	0.1717171717171717	0.7121212121212122	0.11616161616161613	0.45454545454545453	0.31313131313131315	0.23232323232323226	0.43434343434343436	0.3484848484848485	0.21717171717171713
sp|Q86TY3|ARMD4_HUMAN	0.33204134366925064	0.41472868217054265	0.2532299741602067	0.5193798449612403	0.25839793281653745	0.2222222222222222	0.627906976744186	0.15633074935400518	0.21576227390180877	0.5594315245478036	0.17700258397932817	0.2635658914728682	0.6563307493540051	0.2739018087855297	0.06976744186046513	0.417312661498708	0.3359173126614987	0.24677002583979335	0.4005167958656331	0.2558139534883721	0.34366925064599485	0.4560723514211886	0.3798449612403101	0.1640826873385013	0.26356589147286824	0.39276485788113696	0.3436692506459948	0.3888888888888889	0.4470284237726098	0.16408268733850134	0.07364341085271318	0.7428940568475452	0.18346253229974163	0.4418604651162791	0.24935400516795866	0.30878552971576223	0.35142118863049093	0.33204134366925064	0.31653746770025837
